id,submit_time,cpu,gpu,duration,assigned_node,start_time,end_time,wait_time,turnaround_time
instance_8968,416527.0,64.0,0,50342.0,n-49,416527.0,466869.0,0.0,50342.0
instance_8969,416534.0,48.0,0,132.0,n-43,416534.0,416666.0,0.0,132.0
instance_8972,418163.0,96.0,0,83501.00000000006,n-7,418163.0,501664.00000000006,0.0,83501.00000000006
instance_8974,418163.0,64.0,0,91294.00000000006,n-42,418163.0,509457.00000000006,0.0,91294.00000000006
instance_8973,418209.0,96.0,0,202662.0,n-22,418209.0,620871.0,0.0,202662.0
instance_8977,418875.0,96.0,0,15827.0,n-25,418875.0,434702.0,0.0,15827.0
instance_8981,419693.0,96.0,0,86916.00000000006,n-31,419693.0,506609.00000000006,0.0,86916.00000000006
instance_8980,419719.0,48.0,0,97811.00000000006,n-43,419719.0,517530.00000000006,0.0,97811.00000000006
instance_8982,420369.0,64.0,0,43679.0,n-27,420369.0,464048.0,0.0,43679.0
instance_8984,421740.0,64.0,0,52327.00000000006,n-17,421740.0,474067.00000000006,0.0,52327.00000000006
instance_8988,421858.0,96.0,0,120435.0,n-30,421858.0,542293.0,0.0,120435.0
instance_8989,421858.0,96.0,0,120446.0,n-34,421858.0,542304.0,0.0,120446.0
instance_8991,421886.0,8.0,1,51362.00000000006,n-2,421886.0,473248.00000000006,0.0,51362.00000000006
instance_8992,421886.0,8.0,1,51362.00000000006,n-42,421886.0,473248.00000000006,0.0,51362.00000000006
instance_8993,421888.0,8.0,1,51350.00000000006,n-42,421888.0,473238.00000000006,0.0,51350.00000000006
instance_8994,421888.0,8.0,1,51350.00000000006,n-8,421888.0,473238.00000000006,0.0,51350.00000000006
instance_8985,421900.0,48.0,0,43643.0,n-7,421900.0,465543.0,0.0,43643.0
instance_8983,422145.0,64.0,0,7045.0,n-39,422145.0,429190.0,0.0,7045.0
instance_9002,433052.0,64.0,0,18240.0,n-12,433052.0,451292.0,0.0,18240.0
instance_9003,433054.0,96.0,0,18370.0,n-39,433054.0,451424.0,0.0,18370.0
instance_9007,436319.0,8.0,1,145204.0,n-2,436319.0,581523.0,0.0,145204.0
instance_9010,437515.0,8.0,1,2331.0,n-8,437515.0,439846.0,0.0,2331.0
instance_9011,439486.0,64.0,0,16583.0,n-27,439486.0,456069.0,0.0,16583.0
instance_9012,439486.0,64.0,0,124.0,n-46,439486.0,439610.0,0.0,124.0
instance_9013,441422.0,64.0,0,362.0,n-46,441422.0,441784.0,0.0,362.0
instance_9014,441786.0,64.0,0,10334.0,n-46,441786.0,452120.0,0.0,10334.0
instance_8986,442864.0,96.0,0,130.0,n-25,442864.0,442994.0,0.0,130.0
instance_9017,443468.0,64.0,0,124.0,n-12,443468.0,443592.0,0.0,124.0
instance_9018,445778.0,8.0,1,3545.0,n-8,445778.0,449323.0,0.0,3545.0
instance_9019,445778.0,8.0,1,9679.0,n-18,445778.0,455457.0,0.0,9679.0
instance_9020,448744.0,64.0,0,125.0,n-2,448744.0,448869.0,0.0,125.0
instance_9021,449969.0,96.0,0,60095.00000000006,n-25,449969.0,510064.00000000006,0.0,60095.00000000006
instance_9022,450753.0,96.0,0,22951.00000000006,n-40,450753.0,473704.00000000006,0.0,22951.00000000006
instance_9024,450839.0,64.0,0,128650.0,n-2,450839.0,579489.0,0.0,128650.0
instance_9025,450988.0,64.0,0,30507.00000000006,n-12,450988.0,481495.00000000006,0.0,30507.00000000006
instance_9026,451198.0,64.0,0,192652.0,n-49,451198.0,643850.0,0.0,192652.0
instance_9027,451348.0,64.0,0,81083.0,n-12,451348.0,532431.0,0.0,81083.0
instance_9029,455404.0,64.0,0,18540.00000000006,n-3,455404.0,473944.00000000006,0.0,18540.00000000006
instance_8987,459987.0,96.0,0,131.0,n-39,459987.0,460118.0,0.0,131.0
instance_9033,462365.0,192.0,0,21579.00000000006,n-5,462365.0,483944.00000000006,0.0,21579.00000000006
instance_9035,462996.0,64.0,0,98524.0,n-9,462996.0,561520.0,0.0,98524.0
instance_9039,465762.0,64.0,0,28938.00000000006,n-2,465762.0,494700.00000000006,0.0,28938.00000000006
